No,Intent,Category,Question
1968,academic_advising,Academic Advising,Where do I find my advisor's consultation hours?
1969,academic_advising,Academic Advising,Can an academic advisor help me map out my semester subjects?
1970,academic_advising,Academic Advising,How do I email my academic advisor for course guidance?
1971,academic_advising,Academic Advising,I need an appointment with my faculty academic advisor
1972,academic_advising,Academic Advising,Can I consult an advisor before changing my study plan?
1973,academic_advising,Academic Advising,Who is the lecturer or advisor for academic planning?
1974,academic_advising,Academic Advising,I need academic advising about my graduation pathway
1975,academic_advising,Academic Advising,How can I arrange an academic consultation?
1976,academic_advising,Academic Advising,Academic advisor
1977,academic_advising,Academic Advising,Meet my advisor
1978,academic_advising,Academic Advising,Advising appointment
1979,academic_advising,Academic Advising,Who can help me plan my subjects?
1980,academic_advising,Academic Advising,Can I speak with an academic advisor?
1981,academic_advising,Academic Advising,Where do I get programme planning advice?
1982,academic_advising,Academic Advising,Who advises students about subject selection?
1983,academic_advising,Academic Advising,How do I meet my faculty advisor?
1984,academic_advising,Academic Advising,Can an advisor help with my study plan?
1985,academic_advising,Academic Advising,Where can I get academic guidance?
1986,academic_advising,Academic Advising,Who should I contact about academic progress?
1987,academic_advising,Academic Advising,How do I book an academic consultation?
1988,academic_advising,Academic Advising,Which office provides academic advising?
1989,academic_advising,Academic Advising,Can someone help me choose my modules?
1990,academic_advising,Academic Advising,I need help planning my programme
1991,academic_advising,Academic Advising,I need help planning my studies
1992,academic_advising,Academic Advising,Can someone advise me on my academic plan?
1993,academic_advising,Academic Advising,I have a question about subject selection
1994,department_contact,Department Contact,Contact the Finance Office
1995,department_contact,Department Contact,How do I contact the Finance Office?
1996,department_contact,Department Contact,What is the Finance Office email address?
1997,department_contact,Department Contact,Who can help me with a tuition payment?
1998,department_contact,Department Contact,I need the finance department contact details
1999,department_contact,Department Contact,Which office handles fee payments?
2000,department_contact,Department Contact,Where can I ask about refunds?
2001,department_contact,Department Contact,Who should I contact about an invoice?
2002,department_contact,Department Contact,Who helps with admissions?
2003,department_contact,Department Contact,How can I contact Admissions?
2004,department_contact,Department Contact,What is the Admissions Office email?
2005,department_contact,Department Contact,I need to speak to someone about applying to the university
2006,department_contact,Department Contact,Which department handles programme applications?
2007,department_contact,Department Contact,Who can answer questions about entry requirements?
2008,department_contact,Department Contact,Please give me the contact for the admissions team
2009,department_contact,Department Contact,How do I reach the university admissions office?
2010,department_contact,Department Contact,Contact Student Services
2011,department_contact,Department Contact,What is the Student Services email address?
2012,department_contact,Department Contact,How can I get in touch with Student Affairs?
2013,department_contact,Department Contact,Which office can help with my student documents?
2014,department_contact,Department Contact,I need the student support office contact details
2015,department_contact,Department Contact,Who do I contact for an official student letter?
2016,department_contact,Department Contact,How do I contact the IT Help Desk?
2017,department_contact,Department Contact,What is the IT support email address?
2018,department_contact,Department Contact,I need to contact technical support
2019,department_contact,Department Contact,Who can I email about a system problem?
2020,department_contact,Department Contact,Please give me the IT Help Desk contact
2021,department_contact,Department Contact,Where can I get the library contact details?
2022,department_contact,Department Contact,What is the Library Services email address?
2023,department_contact,Department Contact,How do I contact the library staff?
2024,department_contact,Department Contact,Who should I contact about borrowing books?
2025,department_contact,Department Contact,Give me the contact directory
2026,department_contact,Department Contact,Show the university department contacts
2027,department_contact,Department Contact,Which department can help me?
2028,department_contact,Department Contact,Who is the right person to contact?
2029,department_contact,Department Contact,I need an office phone number or email
2030,department_contact,Department Contact,Where can I find campus department email addresses?
2031,department_contact,Department Contact,Can you show me the university contact list?
2032,department_contact,Department Contact,Which office should I email for help?
2033,department_contact,Department Contact,I need to reach a university department
2034,department_contact,Department Contact,Finance Office opening hours
2035,department_contact,Department Contact,When is the Finance Office open?
2036,department_contact,Department Contact,Finance office hours
2037,department_contact,Department Contact,Is the Finance Office open today?
2038,department_contact,Department Contact,Finance office operating hours
2039,department_contact,Department Contact,What time does the Finance Office close?
2040,department_contact,Department Contact,What time does the Finance Office open?
2041,department_contact,Department Contact,Who should I contact about university fees?
2042,department_contact,Department Contact,Who handles admissions enquiries?
2043,department_contact,Department Contact,Who do I contact about exam results?
2044,department_contact,Department Contact,Who can help with hostel issues?
2045,department_contact,Department Contact,Who handles international student support?
2046,department_contact,Department Contact,Who can help with visa renewal?
2047,department_contact,Department Contact,Who should I contact about campus maintenance?
2048,department_contact,Department Contact,Who handles scholarships and financial aid?
2049,department_contact,Department Contact,Who can help with student welfare?
2050,department_contact,Department Contact,Who handles library questions?
2051,department_contact,Department Contact,Who can help with security matters?
2052,department_contact,Department Contact,Who can I contact for health centre information?
2053,department_contact,Department Contact,Who handles academic advising?
2054,department_contact,Department Contact,What is the main university contact number?
2055,department_contact,Department Contact,Where can I find department contact details?
2056,department_contact,Department Contact,How do I contact Admissions Office (DACE)?
2057,department_contact,Department Contact,What is the email for Admissions Office (DACE)?
2058,department_contact,Department Contact,What is the phone number for Admissions Office (DACE)?
2059,department_contact,Department Contact,Where is Admissions Office (DACE) located?
2060,department_contact,Department Contact,What does Admissions Office (DACE) help with?
2061,department_contact,Department Contact,Who works with Admissions Office (DACE)?
